query_gene	target_gene
g7741	LOC145241463
g7742	LOC145241463
g7743	LOC145241463
g7745	LOC145241463
g775	LOC145251218
g776	LOC145249753
g7768	LOC145241462
g777	LOC145249753
g7772	LOC145241460
g7773	LOC145241458
g7775	LOC145241457
g7777	LOC145241455
g7778	LOC145241455
g7779	LOC145241542
g7780	LOC145241541
g7781	LOC145241540
g7782	LOC145241540
g7784	LOC145241536
g7785	LOC145241539
g7786	LOC145241536
g7788	LOC145241534
g7789	LOC145241534
g779	LOC145252212
g7790	LOC145241533
g7792	LOC145241532
g7793	LOC145241531
g7795	LOC145241485
g7796	LOC145241485
g7797	LOC145241485
g7798	LOC145241486
g7799	LOC145241490
g78	LOC145295990
g780	LOC145252331
g7800	LOC145241489
g7802	LOC145241487
g7804	LOC145241487
g7805	LOC145241493
g7806	LOC145241492
g7807	LOC145241496
g7808	LOC145241498
g7809	LOC145241497
g781	LOC145252331
g7810	LOC145241499
g7811	LOC145241501
g7814	LOC145241502
g7815	LOC145241503
g7816	LOC145241503
g782	LOC145253658
g7823	LOC145241506
g7824	LOC145241507
g7825	LOC145241505
g7826	LOC145241508
g7827	LOC145241508
g7828	LOC145241510
g7830	LOC145241511
g7831	LOC145241512
g7832	LOC145241513
g7833	LOC145241514
g7834	LOC145241515
g7835	LOC145241515
g7836	LOC145241516
g7838	LOC145241517
g7839	LOC145241520
g784	LOC145253816
g7840	LOC145241524
g7841	LOC145241522
g7842	LOC145241523
g7843	LOC145241523
g7844	LOC145241525
g7845	LOC145241526
g7846	LOC145241527
g7848	LOC145241528
g7849	LOC145241528
g785	LOC145254584
g7851	LOC145241530
g7852	LOC145241530
g7853	LOC145241664
g7854	LOC145241491
g7855	LOC145241491
g7857	LOC145241494
g7858	LOC145241494
g786	LOC145254069
g7860	LOC145241643
g7862	LOC145241637
g7863	LOC145241637
g7864	LOC145241637
g7865	LOC145241637
g7866	LOC145241637
g7867	LOC145241627
g7869	LOC145241628
g787	LOC145254738
g7870	LOC145241628
g7871	LOC145241644
g7872	LOC145241646
g7873	LOC145241638
g7874	LOC145241638
g7875	LOC145241544
g7876	LOC145241546
g7877	LOC145241543
g7878	LOC145241548
g7879	LOC145241550
g788	LOC145254846
g7885	LOC145241576
g7888	LOC145241573
g7889	LOC145241573
g789	LOC145254894
g7890	LOC145241574
g7891	LOC145241574
g7892	LOC145241567
g7894	LOC145241569
g7895	LOC145241569
g7896	LOC145241569
g79	LOC145295989
g7900	LOC145260693
g7905	LOC145260694
g7906	LOC145260694
g7907	LOC145260695
g7908	LOC145260696
g7909	LOC145260697
g791	LOC145255066
g7910	LOC145260697
g7911	LOC145260697
g7912	LOC145260697
g7913	LOC145260697
g7914	LOC145260698
g7915	LOC145260698
g7916	LOC145241317
g7917	LOC145241317
g7918	LOC145241321
g7919	LOC145241322
g792	LOC145255217
g7920	LOC145241324
g7921	LOC145241325
g7924	LOC145241327
g7925	LOC145241327
g7926	LOC145241326
g7927	LOC145241328
g7928	LOC145241328
g7929	LOC145241330
g793	LOC145255477
g7930	LOC145241331
g7931	LOC145241331
g7932	LOC145241684
g7933	LOC145241684
g7935	LOC145241332
g7937	LOC145241332
g7938	LOC145241333
g7939	LOC145241333
g7940	LOC145241333
g7941	LOC145241335
g7942	LOC145241334
g7943	LOC145241334
g7944	LOC145241334
g7945	LOC145241334
g7946	LOC145241334
g7947	LOC145241334
g7951	LOC145241336
g7953	LOC145241337
g7954	LOC145241338
g7955	LOC145241341
g7956	LOC145241343
g7957	LOC145241344
g7958	LOC145241345
g796	LOC145280836
g7962	LOC145241346
g7963	LOC145241348
g7965	LOC145241349
g7966	LOC145241349
g7967	LOC145241350
g7969	LOC145241351
g7970	LOC145241352
g7971	LOC145241353
g7972	LOC145241354
g7973	LOC145241354
g7974	LOC145241355
g7975	LOC145241359
g7976	LOC145241362
g7977	LOC145241358
g7978	LOC145241363
g7979	LOC145241366
g7980	LOC145241365
g7981	LOC145241366
g7982	LOC145241369
g7983	LOC145241369
g7985	LOC145241368
g7986	LOC145241367
g7987	LOC145241367
g799	LOC145255615
g7990	LOC145241371
g7991	LOC145241371
g7992	LOC145241370
g7993	LOC145241373
g7994	LOC145241375
g7995	LOC145241377
g7996	LOC145241376
g80	LOC145295987
g800	LOC145255820
g8001	LOC145241378
g8002	LOC145241378
g8006	LOC145241380
g8008	LOC145241653
g8009	LOC145241382
g801	LOC145256282
g8011	LOC145241384
g8012	LOC145241387
g8014	LOC145241386
g8015	LOC145241386
g8016	LOC145241388
g8017	LOC145241388
g802	LOC145255900
g803	LOC145255719
g8031	LOC145241391
g8032	LOC145241392
g8033	LOC145241391
g8034	LOC145241391
g8036	LOC145241394
g8037	LOC145241395
g8038	LOC145241654
g8039	LOC145241397
g804	LOC145256365
g8040	LOC145241399
g8044	LOC145241400
g8045	LOC145241655
g8046	LOC145241655
g8047	LOC145241655
g8048	LOC145241655
g8049	LOC145241401
g805	LOC145256428
g8050	LOC145241401
g8051	LOC145241402
g8052	LOC145241402
g8053	LOC145241402
g8054	LOC145278893
g8055	LOC145278893
g8069	LOC145278972
g8071	LOC145279010
g8075	LOC145241403
g8076	LOC145241405
g8077	LOC145241407
g8078	LOC145241407
g8079	LOC145241657
g808	LOC145256650
g8080	LOC145241585
g8081	LOC145241587
g8082	LOC145241588
g8083	LOC145241589
g8084	LOC145241408
g8085	LOC145241409
g8086	LOC145241409
g8087	LOC145241410
g8088	LOC145241409
g8089	LOC145241413
g809	LOC145256650
g8090	LOC145241411
g8091	LOC145241411
g8092	LOC145241414
g8093	LOC145241415
g8094	LOC145241414
g8095	LOC145241414
g8096	LOC145241414
g8098	LOC145241416
g8099	LOC145241416
g810	LOC145257215
g8100	LOC145241417
g8101	LOC145241419
g8102	LOC145241420
g8104	LOC145241421
g8105	LOC145241423
g8106	LOC145241423
g8107	LOC145241426
g8108	LOC145241425
g8109	LOC145241425
g811	LOC145256524
g8110	LOC145241425
g8112	LOC145241424
g8115	LOC145241433
g8116	LOC145241433
g8117	LOC145241433
g8118	LOC145241433
g8119	LOC145241433
g812	LOC145257370
g8120	LOC145241433
g8121	LOC145241431
g8127	LOC145241430
g8128	LOC145241429
g813	LOC145257530
g8131	LOC145241435
g8132	LOC145241435
g8133	LOC145241434
g8134	LOC145241437
g8138	LOC145241440
g814	LOC145258002
g8141	LOC145241440
g815	LOC145258268
g8153	LOC145241443
g8158	LOC145241445
g8159	LOC145241446
g816	LOC145257792
g8160	LOC145241447
g8161	LOC145241450
g8162	LOC145241449
g8163	LOC145241450
g8164	LOC145241453
g8165	LOC145241452
g8166	LOC145241454
g8167	LOC145241454
g8168	LOC145241454
g817	LOC145258203
g8174	LOC145241277
g8175	LOC145241280
g8176	LOC145241283
g8177	LOC145241282
g8178	LOC145241281
g8179	LOC145241281
g818	LOC145258714
g8180	LOC145241284
g8181	LOC145241285
g8182	LOC145241287
g8183	LOC145241286
g8184	LOC145241288
g8185	LOC145241650
g8186	LOC145241294
g8187	LOC145241293
g8188	LOC145241291
g8189	LOC145241295
g819	LOC145258349
g8190	LOC145241296
g8192	LOC145241297
g8194	LOC145241299
g8196	LOC145241299
g82	LOC145295988
g820	LOC145258458
g8200	LOC145241300
g8201	LOC145241300
g8202	LOC145241300
g8204	LOC145241300
g8205	LOC145241300
g8206	LOC145241304
g8207	LOC145241305
g8209	LOC145241306
g821	LOC145258317
g8210	LOC145241311
g8211	LOC145241312
g8212	LOC145241312
g8213	LOC145241315
g8214	LOC145241652
g8217	LOC145241316
g8218	LOC145241320
g8219	LOC145241320
g822	LOC145258458
g8238	LOC145240042
g824	LOC145259098
g8240	LOC145293308
g8241	LOC145293316
g8243	LOC145293325
g8244	LOC145293335
g8245	LOC145293335
g8246	LOC145293335
g8247	LOC145293376
g8248	LOC145293376
g8249	LOC145293360
g8251	LOC145293344
g8253	LOC145293376
g8255	LOC145293441
g8256	LOC145293457
g8257	LOC145293457
g8259	LOC145297509
g826	LOC145259158
g8260	LOC145297531
g8261	LOC145297519
g8262	LOC145297519
g8264	LOC145297383
g8265	LOC145297351
g8266	LOC145297325
g8267	LOC145297367
g8268	LOC145297272
g8269	LOC145297309
g827	LOC145280947
g8270	LOC145297246
g8271	LOC145297210
g8272	LOC145297058
g8273	LOC145297068
g8274	LOC145297068
g8275	LOC145297032
g8276	LOC145297032
g8277	LOC145297039
g8278	LOC145297026
g8279	LOC145241601
g828	LOC145259247
g8280	LOC145241595
g8281	LOC145297012
g8282	LOC145297012
g8283	LOC145297012
g8284	LOC145297012
g8285	LOC145297004
g8286	LOC145296998
g8287	LOC145296964
g8288	LOC145296990
g8289	LOC145296944
g829	LOC145259560
g8290	LOC145296939
g8291	LOC145296929
g8292	LOC145296913
g8293	LOC145296896
g8294	LOC145296904
g8297	LOC145240556
g8298	LOC145240556
g83	LOC145295986
g830	LOC145259313
g8300	LOC145296835
g8301	LOC145296835
g8302	LOC145296822
g8304	LOC145296813
g8305	LOC145296798
g8306	LOC145296781
g8308	LOC145296758
g8309	LOC145296755
g831	LOC145259560
g8311	LOC145296755
g8312	LOC145296748
g8313	LOC145296731
g8315	LOC145296723
g8316	LOC145296720
g8317	LOC145296703
g8318	LOC145296696
g8319	LOC145296679
g832	LOC145259560
g8320	LOC145296690
g8321	LOC145296679
g8322	LOC145296656
g8323	LOC145296672
g8325	LOC145296533
g8326	LOC145296533
g8327	LOC145296435
g8328	LOC145296471
g8329	LOC145296517
g833	LOC145259643
g8330	LOC145296419
g8331	LOC145296393
g8333	LOC145296367
g8334	LOC145296292
g8335	LOC145296278
g8336	LOC145296266
g8337	LOC145296256
g834	LOC145283552
g8341	LOC145296278
g8344	LOC145296204
g8345	LOC145296204
g835	LOC145260241
g8355	LOC145296197
g8356	LOC145296197
g8363	LOC145296188
g8364	LOC145296176
g8365	LOC145296168
g8366	LOC145296163
g8368	LOC145296156
g837	LOC145283560
g8370	LOC145296156
g8374	LOC145296150
g8375	LOC145296138
g8376	LOC145296141
g8377	LOC145296126
g8378	LOC145296093
g8379	LOC145296079
g838	LOC145260433
g8383	LOC145296076
g8384	LOC145296070
g8386	LOC145296070
g8387	LOC145296068
g8388	LOC145296030
g8389	LOC145296030
g839	LOC145283560
g8391	LOC145296009
g8392	LOC145296009
g84	LOC145295986
g840	LOC145259742
g8400	LOC145296003
g8401	LOC145295994
g8402	LOC145295994
g8404	LOC145295994
g8405	LOC145295982
g8406	LOC145295982
g8407	LOC145295977
g8408	LOC145295968
g841	LOC145259742
g8410	LOC145295939
g8411	LOC145295951
g8412	LOC145295951
g842	LOC145259833
g8421	LOC145295919
g8422	LOC145295919
g8423	LOC145295919
g8425	LOC145295889
g8426	LOC145295845
g843	LOC145260144
g8436	LOC145295838
g8437	LOC145295838
g8438	LOC145295838
g8439	LOC145295838
g844	LOC145260241
g8440	LOC145295832
g8441	LOC145295791
g8442	LOC145295821
g8443	LOC145240242
g8445	LOC145295765
g8448	LOC145295734
g8449	LOC145295688
g845	LOC145260370
g8450	LOC145295688
g8451	LOC145295662
g8452	LOC145295484
g8453	LOC145295662
g8454	LOC145295620
g8455	LOC145295484
g8456	LOC145295463
g8457	LOC145295415
g8458	LOC145295431
g8459	LOC145295349
g846	LOC145260433
g8461	LOC145295333
g8462	LOC145295333
g8463	LOC145295197
g8464	LOC145295181
g8465	LOC145295165
g8466	LOC145295034
g8468	LOC145295103
g8470	LOC145295018
g8471	LOC145294962
g8472	LOC145294946
g8473	LOC145294930
g8474	LOC145295067
g8476	LOC145295051
g8477	LOC145294904
g8478	LOC145294904
g848	LOC145260520
g8481	LOC145294888
g8482	LOC145294871
g8483	LOC145294803
g8487	LOC145294584
g8488	LOC145294584
g849	LOC145260520
g8490	LOC145294518
g8494	LOC145294472
g8495	LOC145241575
g8496	LOC145294424
g8497	LOC145294259
g8498	LOC145294259
g8499	LOC145294259
g850	LOC145260520
g8500	LOC145294259
g8505	LOC145294250
g8508	LOC145294250
g8509	LOC145294250
g8512	LOC145240157
g8513	LOC145240157
g8514	LOC145240157
g8517	LOC145294222
g8518	LOC145294239
g8519	LOC145294218
g8520	LOC145294211
g8521	LOC145294181
g8523	LOC145294204
g8525	LOC145294181
g8526	LOC145240146
g8529	LOC145241570
g8530	LOC145294172
g8531	LOC145294172
g8534	LOC145294166
g8535	LOC145294154
g8536	LOC145294154
g8538	LOC145294140
g8539	LOC145294118
g8540	LOC145294100
g8541	LOC145294111
g8543	LOC145294088
g8544	LOC145294088
g8550	LOC145294073
g8551	LOC145294069
g8555	LOC145294031
g8556	LOC145294028
g8558	LOC145294074
g8559	LOC145294009
g8562	LOC145294022
g8563	LOC145293997
g8564	LOC145293997
g8565	LOC145294001
g8566	LOC145294003
g8567	LOC145293994
g8568	LOC145293977
g8569	LOC145293977
g857	LOC145260599
g8570	LOC145293959
g8571	LOC145293800
g8573	LOC145293800
g8574	LOC145293787
g8575	LOC145293762
g8577	LOC145293738
g8578	LOC145293737
g858	LOC145261260
g8580	LOC145293729
g8581	LOC145293755
g8582	LOC145293755
g8584	LOC145293755
g8586	LOC145293703
g8589	LOC145293686
g859	LOC145261218
g8590	LOC145293680
g8591	LOC145293680
g8592	LOC145293669
g8593	LOC145293525
g8594	LOC145293525
g8595	LOC145293627
g8596	LOC145293591
g8597	LOC145293591
g86	LOC145295984
g860	LOC145260660
g8600	LOC145293509
g8601	LOC145293493
g8603	LOC145291284
g8604	LOC145291279
g8623	LOC145291422
g8628	LOC145291414
g8629	LOC145291414
g863	LOC145260741
g8630	LOC145291403
g8631	LOC145291396
g8632	LOC145291390
g8633	LOC145291348
g8635	LOC145291340
g8638	LOC145291270
g8639	LOC145291262
g864	LOC145260741
g8640	LOC145291248
g8641	Trnat-cgu
g8642	LOC145291240
g8643	LOC145291240
g8644	LOC145291236
g8645	LOC145291192
g8646	LOC145291179
g8647	LOC145291202
g8648	LOC145291158
g8649	LOC145291166
g865	LOC145261815
g8650	LOC145291175
g8651	LOC145291175
g8652	LOC145291150
g8653	LOC145291144
g8654	LOC145291134
g8655	LOC145291123
g8656	LOC145291089
g8657	LOC145291061
g8658	LOC145291061
g8659	LOC145291046
g866	LOC145261356
g8660	LOC145291039
g8661	LOC145291027
g8662	LOC145291027
g8663	LOC145291027
g8664	LOC145291039
g8665	LOC145290975
g8666	LOC145290975
g8667	LOC145290939
g8668	LOC145290939
g8669	LOC145290922
g867	LOC145261972
g8673	LOC145290906
g8675	LOC145290890
g8676	LOC145303486
g8677	LOC145303486
g8678	LOC145290788
g8679	LOC145290834
g8681	LOC145290702
g8682	LOC145290702
g8683	LOC145290702
g8686	LOC145241500
g8689	LOC145290675
g869	LOC145262235
g8690	LOC145290658
g8691	LOC145290642
g8694	LOC145290610
g8696	LOC145290594
g8698	LOC145290552
g87	LOC145295981
g870	LOC145262701
g8700	LOC145290531
g8701	LOC145290459
g8704	LOC145293293
g8705	LOC145293293
g8706	LOC145293293
g8709	LOC145293293
g871	LOC145262701
g8716	LOC145293275
g8717	LOC145293267
g8718	LOC145293259
g872	LOC145262964
g8729	LOC145293257
g8738	LOC145293230
g8739	LOC145293221
g8741	LOC145293215
g8742	LOC145239988
g8744	LOC145293201
g8745	LOC145293184
g8746	LOC145293184
g8747	LOC145293189
g8748	LOC145293182
g8749	LOC145293178
g875	LOC145263121
g8750	LOC145293133
g8751	LOC145293125
g8752	LOC145293107
g8754	LOC145293079
g8755	LOC145293095
g8756	LOC145293095
g876	LOC145263121
g8762	LOC145293034
g8763	LOC145293051
g8764	LOC145293051
g8765	LOC145292934
g8767	LOC145292886
g8768	LOC145292898
g8769	LOC145292898
g8770	LOC145292886
g8771	LOC145292852
g8774	LOC145292851
g8775	LOC145292841
g8777	LOC145292823
g8778	LOC145292833
g8779	LOC145292788
g8780	LOC145292788
g8781	LOC145292758
g8782	LOC145292758
g8783	LOC145292763
g8784	LOC145292775
g8785	LOC145292775
g8786	LOC145292754
g8787	LOC145292744
g8788	LOC145292744
g8789	LOC145292749
g8790	LOC145292737
g8791	LOC145292723
g8792	LOC145292716
g8793	LOC145292688
g8794	LOC145292704
g8795	LOC145292629
g8796	LOC145292645
g8797	LOC145292661
g8798	LOC145292661
g8799	LOC145292603
g88	LOC145295983
g8800	LOC145292603
g8801	LOC145292576
g8802	LOC145292493
g8803	LOC145292509
g8804	LOC145292451
g8805	LOC145292467
g8806	LOC145292415
g8807	LOC145292415
g8808	LOC145292451
g8816	LOC145241504
g8817	LOC145292395
g8818	LOC145292386
g8819	LOC145292386
g8820	LOC145292343
g8821	LOC145292378
g8822	LOC145292306
g8823	LOC145292360
g8824	LOC145292325
g8825	LOC145292369
g8826	LOC145292293
g8828	LOC145292280
g8829	LOC145292280
g8830	LOC145292228
g8831	LOC145292257
g8832	LOC145292242
g8833	LOC145292242
g8834	LOC145292248
g8835	LOC145292238
g8836	LOC145292238
g8837	LOC145292209
g8838	LOC145292201
g8839	LOC145292179
g8840	LOC145292190
g8841	LOC145292190
g8843	LOC145292171
g8844	LOC145292170
g8845	LOC145292167
g8846	LOC145292167
g8847	LOC145292167
g8848	LOC145292159
g8849	LOC145292159
g8850	LOC145292165
g8851	LOC145292157
g8852	LOC145292152
g8853	LOC145292152
g8854	LOC145292119
g8855	LOC145292129
g8856	LOC145292129
g8857	LOC145292112
g8858	LOC145292091
g8859	LOC145292016
g8867	LOC145291956
g8868	LOC145292011
g8869	LOC145291996
g8870	LOC145291996
g8871	LOC145291927
g8872	LOC145291927
g8873	LOC145291908
g8877	LOC145291908
g8878	LOC145291908
g8879	LOC145291908
g8880	LOC145291876
g8881	LOC145291931
g8882	LOC145291850
g8883	LOC145291834
g8884	LOC145291808
g8885	LOC145291808
g8886	LOC145291792
g8888	LOC145291776
g8889	LOC145291760
g889	LOC145281211
g8890	LOC145291714
g8892	LOC145291698
g8893	LOC145291698
g8895	LOC145291698
g8896	LOC145291671
g8897	LOC145291635
g8898	LOC145291599
g89	LOC145295983
g890	LOC145263680
g8900	LOC145291590
g8902	LOC145291555
g8903	LOC145291555
g8904	LOC145291548
g8905	LOC145291548
g8906	LOC145291554
g8907	LOC145291514
g8908	LOC145291536
g8909	LOC145291536
g892	LOC145263756
g8924	LOC145291508
g8925	LOC145291508
g8929	LOC145297537
g893	LOC145263756
g8932	LOC145297555
g8934	LOC145297555
g8936	LOC145297556
g8937	LOC145297559
g8938	LOC145297559
g8939	LOC145297576
g894	LOC145265262
g8940	LOC145297579
g8941	LOC145297593
g8942	LOC145297600
g8944	LOC145297614
g8945	LOC145297619
g8946	LOC145297623
g8947	LOC145297639
g8948	LOC145297639
g8949	LOC145297654
g895	LOC145265262
g8950	LOC145297667
g8951	LOC145297667
g8952	LOC145297667
g8953	LOC145297667
g8955	LOC145297707
g8956	LOC145297742
g8957	LOC145297729
g8958	LOC145297742
g8959	LOC145297756
g896	LOC145265262
g8965	LOC145297766
g8966	LOC145297766
g8969	LOC145297853
g8970	LOC145297859
g8972	LOC145241609
g8973	LOC145241609
g8974	LOC145241609
g8975	LOC145297864
g8976	LOC145297868
g8977	LOC145297875
g8978	LOC145298013
g8979	LOC145297875
g8980	LOC145298029
g8983	LOC145298045
g8984	LOC145298045
g8985	LOC145298061
g8986	LOC145298077
g8987	LOC145240887
g8988	LOC145240887
g8989	LOC145298094
g899	LOC145265636
g8990	LOC145298196
g8991	LOC145298110
g8993	LOC145298222
g8994	LOC145298239
g8995	LOC145298271
g8996	LOC145298239
g8997	LOC145298312
g9	LOC145246540
g90	LOC145295980
g900	LOC145266042
g9000	LOC145298338
g9001	LOC145298400
g9002	LOC145298489
g9003	LOC145298432
g9004	LOC145298432
g9006	LOC145298416
g9007	LOC145298521
g9008	LOC145298416
g9009	LOC145298416
g901	LOC145266299
g9011	LOC145298505
g9012	LOC145298547
g9014	LOC145298579
g9016	LOC145298595
g9017	LOC145298611
g9018	LOC145298627
g9019	LOC145298654
g902	LOC145266299
g9020	LOC145298670
g9021	LOC145298670
g9022	LOC145298686
g9023	LOC145298686
g9030	LOC145241617
g9031	LOC145298702
g9039	LOC145298768
g9044	LOC145298795
g9046	LOC145298823
g9047	LOC145299122
g9048	LOC145298823
g9049	LOC145299974
g9050	LOC145299974
g9051	LOC145300015
g9052	LOC145300031
g9053	LOC145300047
g9054	LOC145300063
g9055	LOC145300063
g9056	LOC145300063
g9057	LOC145300079
g9058	LOC145300171
g9059	LOC145300155
g9060	LOC145300187
g9061	LOC145300229
g9062	LOC145300203
g9063	LOC145300171
g9064	LOC145300203
g9065	LOC145300245
g9066	LOC145300413
g9067	LOC145300397
g9068	LOC145300355
g9069	LOC145300245
g907	LOC145266444
g9070	LOC145300261
g9071	LOC145300297
g9072	LOC145300323
g9073	LOC145300413
g9074	LOC145300339
g9075	LOC145300355
g9076	LOC145300381
g9077	LOC145300440
g9078	LOC145300456
g9079	LOC145300472
g9080	LOC145300498
g9081	LOC145300514
g9082	LOC145300540
g9083	LOC145300683
g9084	LOC145300556
g9085	LOC145300556
g9086	LOC145300699
g9087	LOC145300735
g9088	LOC145300735
g9089	LOC145300872
g9090	LOC145300950
g9091	LOC145300914
g9092	LOC145300966
g9093	LOC145300982
g9094	LOC145301029
g9095	LOC145301029
g9096	LOC145301055
g9097	LOC145301055
g9098	LOC145301055
g9099	LOC145301055
g91	LOC145295979
g9102	LOC145241301
g9103	LOC145241302
g9104	LOC145301436
g9105	LOC145301452
g9106	LOC145301241
g9107	LOC145301257
g9108	LOC145301273
g9109	LOC145241310
g9111	LOC145241310
g9112	LOC145241318
g9113	LOC145241318
g9114	LOC145241318
g9115	LOC145241318
g9122	LOC145301631
g9123	LOC145301647
g9124	LOC145241623
g9125	LOC145241623
g9126	LOC145301668
g9127	LOC145301684
g9128	LOC145301700
g9129	LOC145301772
g913	LOC145266508
g9130	LOC145301756
g9132	LOC145301788
g9133	LOC145302084
g9134	LOC145302084
g9135	LOC145301788
g9136	LOC145302100
g9137	LOC145302143
g9138	LOC145302127
g914	LOC145266508
g9140	LOC145302185
g9141	LOC145302217
g9142	LOC145302233
g9143	LOC145302159
g9144	LOC145302249
g9146	LOC145241301
g9147	LOC145301420
g9148	LOC145301394
g9149	LOC145301378
g915	LOC145266748
g9150	LOC145301352
g9151	LOC145301352
g9152	LOC145301325
g9155	LOC145301289
g9157	LOC145241289
g9158	LOC145241289
g9159	LOC145241214
g916	LOC145267546
g9160	LOC145241214
g9161	LOC145299947
g9162	LOC145299947
g9163	LOC145299803
g9164	LOC145299870
g9165	LOC145299777
g9172	LOC145299761
g9174	LOC145299745
g9175	LOC145299745
g9176	LOC145299745
g9180	LOC145299671
g9181	LOC145299553
g9182	LOC145299645
g9183	LOC145299599
g9184	LOC145299527
g9185	LOC145299527
g9186	LOC145299527
g9189	LOC145299501
g9193	LOC145299439
g9194	LOC145299439
g9195	LOC145299475
g9196	LOC145299367
g9199	LOC145299393
g92	LOC145295979
g9203	LOC145299351
g9204	LOC145299303
g9205	LOC145299335
g9206	LOC145299319
g9207	LOC145299319
g9208	LOC145299319
g9209	LOC145299303
g9210	LOC145241167
g9211	LOC145241167
g9213	LOC145241167
g9217	LOC145299277
g9218	LOC145241105
g9219	LOC145299251
g9221	LOC145299251
g9222	LOC145299214
g9224	LOC145299148
g9225	LOC145299148
g9227	LOC145299148
g9247	LOC145288235
g9248	LOC145288235
g9249	LOC145288225
g9250	LOC145288235
g9251	LOC145288258
g9252	LOC145303021
g9253	LOC145288258
g9254	LOC145288258
g9256	LOC145288272
g9257	LOC145288272
g9258	LOC145288272
g9259	LOC145288265
g9260	LOC145288311
g9262	LOC145288327
g9263	LOC145241389
g9264	LOC145288407
g9265	LOC145288407
g9266	LOC145288407
g9268	LOC145288375
g9269	LOC145288391
g9270	LOC145288391
g9271	LOC145288471
g9282	LOC145288423
g9287	LOC145288513
g9288	LOC145288497
